Customer_ID,Recency,Frequency,Monetary,R_Score,F_Score,M_Score,RFM_Segment
15472,NULL,1,371.56,2,1,2,212
18155,NULL,3,371.62,1,3,2,132
13300,NULL,1,371.89,1,1,2,112
12981,60,2,372.22,2,2,2,222
12544,274,1,372.7,4,1,2,412
12895,NULL,2,372.8,1,2,2,122
15967,NULL,2,372.89,1,2,2,122
14731,35,3,373.42,2,3,2,232
16930,303,3,373.57,4,3,2,432
16321,161,5,373.65,3,4,2,342
13351,244,1,373.94,4,1,2,412
12873,310,1,374,4,1,2,412
13673,152,2,374.48,3,2,2,322
18001,NULL,2,374.57,1,2,2,122
17492,220,1,374.57,4,1,2,412
17913,0,2,374.6,2,2,2,222
14067,153,2,374.7,3,2,2,322
14079,155,1,375.1,3,1,2,312
17189,NULL,2,375.22,1,2,2,122
14448,424,2,375.35,4,3,2,432
15012,697,2,376.11,4,3,2,432
12890,NULL,1,376.17,1,1,2,112
15440,NULL,3,376.3,2,3,2,232
13936,NULL,1,376.58,2,1,2,212
17489,35,2,376.64,2,2,2,222
17736,NULL,3,377.44,1,3,2,132
13372,31,1,378.64,2,1,2,212
17817,212,3,378.83,3,3,2,332
16909,NULL,1,379.14,1,2,2,122
17486,NULL,1,379.17,1,2,2,122
15885,283,3,379.35,4,3,2,432
17878,NULL,1,379.45,1,2,2,122
13589,NULL,2,379.65,1,2,2,122
13656,192,2,379.65,3,2,2,322
16552,36,2,379.73,2,2,2,222
17250,181,2,380.02,3,2,2,322
17031,125,2,380.35,3,2,2,322
16010,281,3,380.36,4,3,2,432
17138,98,1,380.5,3,1,2,312
17573,60,3,380.6,2,3,2,232
12871,NULL,2,380.64,1,2,2,122
15048,214,4,381,3,3,2,332
13657,NULL,2,382.14,1,2,2,122
17239,NULL,1,382.5,1,2,2,122
13817,60,2,382.98,2,2,2,222
12832,152,2,383.03,3,2,2,322
16885,NULL,3,383.33,1,3,2,132
15424,NULL,2,383.34,2,2,2,222
14304,339,1,383.45,4,1,2,412
12515,NULL,1,383.7,1,1,2,112
13833,278,1,383.85,4,1,2,412
12733,NULL,1,383.95,1,1,2,112
16982,61,1,384.06,2,1,2,212
17205,NULL,1,384.08,1,2,2,122
13919,63,2,384.81,2,2,2,222
17711,NULL,2,385.1,1,2,2,122
17614,NULL,1,385.48,1,2,2,122
13821,NULL,2,385.64,1,2,2,122
14638,NULL,1,385.8,2,1,2,212
18067,NULL,1,386.13,1,2,2,122
14779,251,3,386.15,4,3,2,432
15883,182,2,386.4,3,2,2,322
15664,NULL,1,386.43,1,2,2,122
14114,37,2,386.53,2,2,2,222
14670,251,2,386.63,4,2,2,422
17595,302,2,386.69,4,3,2,432
16324,277,3,387.02,4,3,2,432
17508,251,1,387.31,4,1,2,412
14420,335,1,387.52,4,1,2,412
18036,152,3,388.01,3,3,2,332
15429,NULL,2,388.15,2,2,2,222
14538,183,2,388.25,3,2,2,322
17438,NULL,1,388.45,1,2,2,122
13856,95,3,388.5,3,3,2,332
13899,68,2,388.52,2,2,2,222
15592,NULL,1,388.58,1,2,2,122
14157,NULL,2,388.84,2,2,2,222
12690,NULL,1,389.01,1,1,2,112
15847,333,2,389.27,4,3,2,432
16250,697,2,389.44,4,3,2,432
13345,NULL,1,389.5,1,1,2,112
17375,NULL,3,389.6,1,3,2,132
13873,219,3,389.6,4,3,2,432
14752,NULL,1,389.64,1,1,2,112
18024,64,2,389.78,2,2,2,222
16917,129,1,391.52,3,1,2,312
15837,183,1,391.98,3,1,2,312
12824,30,1,392.08,2,1,2,212
12508,60,2,392.19,2,2,2,222
14998,6,2,392.57,2,2,2,222
14600,161,1,393.33,3,1,2,312
17226,252,1,393.49,4,1,2,412
18106,NULL,1,393.5,1,2,2,122
15345,NULL,1,393.54,1,1,2,112
15264,183,1,393.74,3,1,2,312
15386,187,1,394.14,3,1,2,312
16207,NULL,1,394.38,1,2,2,122
14619,128,1,394.44,3,1,2,312
17603,NULL,1,394.72,1,2,2,122
16354,153,2,395.8,3,2,2,322
13594,NULL,1,396.97,1,1,2,112
17926,NULL,2,397.29,1,2,2,122
14896,454,2,397.77,4,3,2,432
13166,341,1,397.9,4,1,2,412
13352,61,1,397.98,2,1,2,212
16795,454,1,398.08,4,1,2,412
17830,120,3,398.7,3,3,2,332
18154,181,2,399.19,3,2,2,322
13255,697,2,399.51,4,3,2,432
18164,302,1,399.65,4,1,2,412
14620,341,2,400.18,4,3,2,432
17392,191,2,400.43,3,2,2,322
17931,NULL,2,400.46,1,2,2,122
12792,NULL,1,400.54,1,1,2,112
16198,NULL,1,400.681,1,2,2,122
16500,212,6,400.86,3,4,2,342
15158,NULL,1,401.4,2,1,2,212
12386,192,2,401.9,3,2,2,322
15184,60,2,402.2,2,2,2,222
17431,NULL,1,402.33,1,2,2,122
14048,161,1,402.38,3,1,2,312
15221,485,1,403.25,4,1,2,412
12498,NULL,3,403.7,1,3,2,132
16484,307,2,404.3,4,3,2,432
16319,188,1,404.4,3,1,2,312
15938,220,5,404.58,4,4,2,442
16780,NULL,2,404.79,1,2,2,122
12922,337,1,405.38,4,1,2,412
14616,36,3,406.08,2,3,2,232
15342,305,1,406.09,4,1,2,412
15127,214,1,406.53,3,1,2,312
16399,NULL,2,408.02,1,2,2,122
18034,NULL,2,408.59,1,2,2,122
16629,245,2,408.63,4,2,2,422
15269,NULL,1,408.8,2,1,2,212
16018,4,2,408.9,2,2,2,222
16243,182,2,409.1,3,2,2,322
15994,NULL,1,409.32,1,2,2,122
12990,157,3,409.5,3,3,2,332
14348,NULL,1,409.57,2,1,2,212
13827,NULL,3,409.8,1,3,2,132
15695,NULL,2,409.98,1,2,2,122
15006,NULL,1,410.19,1,1,2,112
15889,577,2,411.25,4,3,2,432
15186,NULL,2,411.41,2,2,2,222
16272,NULL,1,411.7,1,2,2,122
17223,546,2,411.86,4,3,2,432
15523,NULL,1,412.01,1,2,2,122
15553,61,1,412.33,2,1,2,212
15557,29,1,412.37,2,1,2,212
17134,NULL,2,413.2,1,2,2,122
16834,NULL,1,413.46,1,2,2,122
13974,NULL,1,413.59,2,1,2,212
17483,95,3,414.04,3,3,2,332
16239,279,2,414.2,4,2,2,422
12993,32,4,414.76,2,3,2,232
14333,275,1,415.2,4,1,2,412
15639,NULL,1,415.24,1,2,2,122
15725,NULL,1,415.25,1,2,2,122
12580,159,1,415.7,3,1,2,312
12930,NULL,2,415.8,1,2,2,122
14139,NULL,1,415.82,2,1,2,212
15803,NULL,1,415.82,1,2,2,122
13085,217,2,416.08,4,2,2,422
16957,282,2,416.64,4,3,2,432
15935,6,2,416.86,2,2,2,222
13889,123,1,416.9,3,1,2,312
16816,NULL,4,417.06,1,3,2,132
12833,NULL,1,417.38,1,1,2,112
16737,NULL,1,417.6,1,2,2,122
13615,NULL,1,417.69,1,1,2,112
17232,151,2,417.77,3,2,2,322
17701,340,1,417.95,4,1,2,412
12552,333,2,418.02,4,3,2,432
12593,219,3,418.1,4,3,2,432
17371,NULL,3,418.4,1,3,2,132
15957,121,1,418.49,3,1,2,312
15361,NULL,1,418.92,2,1,2,212
15230,NULL,2,419.1,2,2,2,222
15036,NULL,3,419.54,1,3,2,132
15206,98,4,420.3,3,3,2,332
14093,NULL,1,420.32,2,1,2,212
14757,NULL,1,420.5,1,1,2,112
13140,485,3,422.47,4,3,2,432
12802,187,1,422.54,3,1,2,312
18240,NULL,1,422.58,1,2,2,122
16689,NULL,2,422.6,1,2,2,122
13473,61,2,422.64,2,2,2,222
17525,NULL,1,422.7,1,2,2,122
16119,332,2,423.36,4,3,2,432
15456,341,3,425.35,4,3,2,432
15976,280,2,425.54,4,3,2,432
14288,66,1,426.6,2,1,2,212
15930,275,1,426.63,4,1,2,412
15507,NULL,1,426.66,1,2,2,122
12740,153,1,427.6,3,1,2,312
12403,NULL,1,427.7,1,1,2,112
12725,638,1,427.8,4,1,2,412
15471,151,1,427.87,3,1,2,312
15360,NULL,1,427.93,2,1,2,212
17869,546,5,428.18,4,3,2,432
14272,NULL,2,428.6,2,2,2,222
16368,29,2,428.77,2,2,2,222
13602,183,1,428.89,3,1,2,312
15450,90,1,429.84,3,1,2,312
16884,302,2,429.84,4,3,2,432
12827,152,3,430.15,3,3,2,332
12795,NULL,1,430.48,1,1,2,112
13245,NULL,1,430.5,1,1,2,112
12452,NULL,2,430.57,1,2,2,122
18006,NULL,1,431.93,1,2,2,122
16881,244,1,432,4,1,2,412
17964,666,2,432.01,4,3,2,432
16236,NULL,1,432.2,1,2,2,122
12391,NULL,1,432.48,1,1,2,112
17035,342,2,433.53,4,3,2,432
12493,NULL,2,433.74,1,2,2,122
14910,151,4,434.35,3,3,2,332
15646,217,3,434.89,4,3,2,432
16948,NULL,3,435.02,1,3,2,132
15551,274,1,436.06,4,1,2,412
16084,NULL,1,436.18,1,2,2,122
12592,66,2,437.6,2,2,2,222
16034,39,3,437.7,2,3,2,232
13358,NULL,1,439.03,1,1,2,112
16968,212,2,439.43,3,2,2,322
13359,153,1,439.56,3,1,2,312
16025,60,1,439.66,2,1,2,212
13954,120,2,439.92,3,2,2,322
15524,NULL,1,440,1,2,2,122
18233,NULL,1,440,1,2,2,122
14022,NULL,1,440,2,1,2,212
12579,NULL,1,440.42,1,1,2,112
13248,279,2,442.28,4,3,2,432
17579,212,3,442.65,3,3,2,332
18222,123,1,443,3,1,2,312
16404,NULL,1,443.05,1,2,2,122
16614,65,1,443.79,2,1,2,212
17140,189,1,444.64,3,1,2,312
17190,0,2,444.74,2,2,2,222
12491,333,1,444.8,4,1,2,412
14431,69,1,444.86,2,1,2,212
16374,244,2,445.43,4,2,2,422
17370,123,4,446.18,3,3,2,332
14149,280,1,446.62,4,1,2,412
15368,NULL,1,446.94,2,1,2,212
17053,336,1,447.48,4,1,2,412
15121,NULL,2,447.52,2,2,2,222
14780,NULL,2,447.68,1,2,2,122
15739,244,1,449.12,4,1,2,412
12448,NULL,1,449.45,1,1,2,112
13489,217,4,449.52,4,3,2,432
17040,NULL,1,449.73,1,2,2,122
17950,454,3,450.5,4,3,2,432
16805,NULL,2,450.69,1,2,2,122
14173,249,4,450.84,4,3,2,432
14335,245,2,451.11,4,2,2,422
15802,NULL,1,451.42,1,2,2,122
15919,546,2,451.44,4,3,2,432
16574,NULL,1,451.44,1,2,2,122
15721,NULL,1,452.62,1,2,2,122
12591,NULL,1,452.85,1,1,2,112
14184,244,1,452.89,4,1,2,412
18071,454,2,453,4,3,2,432
12729,NULL,1,453.01,1,1,2,112
18158,1,2,453.4,2,2,2,222
17564,NULL,3,454.01,1,3,2,132
15475,NULL,1,454.11,2,1,2,212
13485,NULL,1,454.24,1,1,2,112
16504,NULL,1,454.39,1,2,2,122
16529,307,1,455.25,4,1,2,412
15585,NULL,1,455.3,1,2,2,122
14513,NULL,3,455.59,2,3,2,232
12999,128,3,455.88,3,3,2,332
12564,NULL,1,456.9,1,1,2,112
13398,NULL,1,457.34,1,1,2,112
12375,304,2,457.5,4,3,2,432
15092,341,2,457.81,4,3,2,432
13506,577,2,458.52,4,3,2,432
15754,159,3,458.57,3,3,2,332
17880,424,1,458.92,4,1,2,412
16589,337,3,459.24,4,3,2,432
12355,96,1,459.4,3,1,2,312
16824,NULL,2,460.64,1,2,2,122
14470,NULL,2,461.19,2,2,2,222
15349,218,2,461.36,4,2,2,422
15026,160,3,462.4,3,3,2,332
14331,155,2,462.66,3,2,2,322
12945,NULL,1,462.95,1,1,2,112
14489,NULL,1,463.38,2,1,2,212
17418,NULL,2,463.46,1,2,2,122
12787,92,3,463.66,3,3,2,332
14967,NULL,1,463.8,1,1,2,112
16586,220,1,463.95,4,1,2,412
13928,121,4,464.57,3,3,2,332
16742,NULL,1,464.9,1,2,2,122
14205,NULL,2,466.7,2,2,2,222
13579,577,2,467.04,4,3,2,432
15468,NULL,2,467.51,2,2,2,222
14029,153,2,467.66,3,2,2,322
15589,311,3,468.33,4,3,2,432
13171,NULL,3,468.41,1,3,2,132
17555,100,2,468.57,3,2,2,322
17361,187,3,469.45,3,3,2,332
15963,NULL,2,470.76,1,2,2,122
13066,152,2,470.8,3,2,2,322
12988,NULL,1,471.37,1,1,2,112
16038,301,3,471.78,4,3,2,432
16768,NULL,3,472.19,1,3,2,132
14013,98,3,473.02,3,3,2,332
15780,95,3,475.28,3,3,2,332
14497,283,1,475.37,4,1,2,412
14853,5,2,475.8,2,2,2,222
18176,NULL,1,476.35,1,2,2,122
12447,67,1,476.49,2,1,2,212
14320,39,2,477.79,2,2,2,222
13092,160,5,477.83,3,4,2,342
16693,303,2,477.86,4,3,2,432
12644,305,1,477.91,4,1,2,412
15000,NULL,1,478.42,1,1,2,112
16008,NULL,3,478.78,1,3,2,132
16812,NULL,1,479.35,1,2,2,122
16518,91,2,479.64,3,2,2,322
13176,NULL,1,479.83,1,1,2,112
15091,275,1,480.71,4,1,2,412
14130,NULL,1,480.91,2,1,2,212
18216,121,1,481.75,3,1,2,312
12504,90,2,482.05,3,2,2,322
16603,92,2,482.47,3,2,2,322
14450,67,3,482.6,2,3,2,232
17345,154,4,482.93,3,3,2,332
14147,NULL,2,483.4,2,2,2,222
12808,274,3,483.65,4,3,2,432
14958,157,3,483.73,3,3,2,332
13531,485,2,483.8,4,3,2,432
16999,NULL,2,484.82,1,2,2,122
15109,128,1,484.95,3,1,2,312
12639,NULL,1,486.1,1,1,2,112
13153,242,1,486.22,4,1,2,412
12904,NULL,2,486.46,1,2,2,122
15287,NULL,2,486.69,2,2,2,222
14396,214,2,486.69,3,2,2,322
17453,183,2,486.72,3,2,2,322
13675,33,2,486.82,2,2,2,222
13338,217,1,487.02,4,1,2,412
15415,NULL,1,487.13,2,1,2,212
16643,128,1,487.51,3,1,2,312
15165,697,1,487.75,4,1,2,412
16898,546,3,487.93,4,3,2,432
15877,120,2,488.29,3,2,2,322
13894,311,3,488.3,4,3,2,432
12763,577,2,489.04,4,3,2,432
12809,NULL,1,489.31,1,1,2,112
15881,424,5,489.59,4,3,2,432
18074,697,1,489.6,4,1,2,412
14416,NULL,2,490.22,2,2,2,222
14236,666,2,490.86,4,3,2,432
13732,29,1,491.86,2,1,2,212
14270,9,1,492.65,2,1,2,212
15535,NULL,4,493.3,1,3,2,132
18252,NULL,2,493.95,1,2,2,122
17333,NULL,1,494.25,1,2,2,122
16352,302,2,494.44,4,3,2,432
17298,155,2,494.62,3,2,2,322
15448,NULL,1,494.64,2,1,2,212
17374,219,2,495.77,4,2,2,422
13116,NULL,1,496.1,1,1,2,112
15018,516,3,496.21,4,3,2,432
17290,181,2,496.27,3,2,2,322
15300,183,1,496.44,3,1,2,312
18043,485,3,497.29,4,3,2,432
17495,333,2,497.56,4,3,2,432
16820,215,1,497.61,4,1,2,412
14871,181,4,497.98,3,3,2,332
15142,NULL,1,498.74,2,1,2,212
16488,182,3,498.8,3,3,2,332
14681,5,3,498.95,2,3,2,232
17631,120,3,499.17,3,3,2,332
15193,61,1,499.32,2,1,2,212
14077,65,5,499.42,2,4,2,242
14873,NULL,1,499.88,1,1,2,112
15389,NULL,1,500,2,1,2,212
16616,217,2,500.42,4,2,2,422
13247,NULL,4,501.12,1,3,2,132
13865,187,4,501.56,3,3,2,332
16340,NULL,1,501.66,1,2,2,122
15406,38,2,501.86,2,2,2,222
16863,485,2,502.8,4,3,2,432
17864,98,3,503.37,3,3,2,332
17630,NULL,2,503.6,1,2,2,122
12991,NULL,2,503.76,1,2,2,122
15081,214,5,504.8,3,4,2,342
14014,NULL,1,505.18,2,1,2,212
15891,NULL,1,506.64,1,2,2,122
13885,279,2,506.8,4,3,2,432
16960,61,3,507.05,2,3,2,232
14820,182,4,507.29,3,3,2,332
12479,NULL,1,507.4,1,1,2,112
14158,NULL,1,507.66,2,1,2,212
17415,NULL,1,507.84,1,2,2,122
17958,NULL,1,508.46,1,2,2,122
14317,183,1,508.58,3,1,2,312
13044,NULL,1,508.63,1,1,2,112
17391,NULL,2,508.8,1,2,2,122
15417,NULL,1,508.8,2,1,2,212
12784,NULL,2,508.92,1,2,2,122
12436,335,1,509.01,4,1,2,412
15330,61,2,509.04,2,2,2,222
17265,4,2,510.78,2,2,2,222
16561,30,2,511.12,2,2,2,222
14851,NULL,2,511.35,1,2,2,122
12582,NULL,2,511.36,1,2,2,122
16723,92,2,511.65,3,2,2,322
17480,NULL,1,511.82,1,2,2,122
17805,NULL,1,512.31,1,2,2,122
17513,NULL,1,513.2,1,2,2,122
15452,60,3,513.63,2,3,2,232
13005,159,2,513.7,3,2,2,322
15246,NULL,2,514.15,2,2,2,222
12811,NULL,3,514.85,1,3,2,132
15809,69,5,515.77,2,4,2,242
15882,546,4,516.36,4,3,2,432
13043,37,1,516.42,2,1,2,212
16667,303,2,517.2,4,3,2,432
18205,274,2,517.36,4,2,2,422
17454,NULL,4,517.53,1,3,2,132
16135,NULL,1,517.55,1,2,2,122
18095,39,2,517.65,2,2,2,222
16892,95,5,518.19,3,4,2,342
15030,NULL,2,518.28,1,2,2,122
16650,NULL,1,518.42,1,2,2,122
16955,546,4,518.67,4,3,2,432
17658,5,2,518.86,2,2,2,222
16345,NULL,1,518.92,1,2,2,122
15467,64,3,519.03,2,3,2,232
13643,157,3,519.44,3,3,2,332
12571,63,2,519.61,2,2,2,222
17360,126,3,520.21,3,3,2,332
15149,NULL,1,520.8,2,1,2,212
12863,NULL,1,521.2,1,1,2,112
17897,516,3,522.41,4,3,2,432
17429,219,3,522.64,4,3,2,432
17712,NULL,1,522.91,1,2,2,122
18017,311,3,523,4,3,2,432
15756,91,4,523.03,3,3,2,332
17329,NULL,2,523.11,1,2,2,122
13721,274,1,524.14,4,1,2,412
16706,302,3,525.4,4,3,2,432
16536,NULL,1,526.57,1,2,2,122
17623,152,1,527.05,3,1,2,312
17557,NULL,3,527.42,1,3,2,132
16602,274,1,528.08,4,1,2,412
15825,NULL,1,528.38,1,2,2,122
16185,NULL,2,529.41,1,2,2,122
13385,NULL,1,529.53,1,1,2,112
14463,304,3,529.62,4,3,2,432
14002,186,2,529.73,3,2,2,322
18159,38,1,530.15,2,1,2,212
14265,NULL,2,530.18,2,2,2,222
16031,189,2,530.63,3,2,2,322
12743,NULL,2,532.84,1,2,2,122
14167,9,4,532.84,2,3,2,232
15433,66,2,533.3,2,2,2,222
17062,454,4,533.33,4,3,2,432
14618,192,3,533.64,3,3,2,332
13217,93,3,533.98,3,3,2,332
13434,245,2,534.24,4,2,2,422
17443,249,1,534.24,4,1,2,412
17970,5,1,534.59,2,1,2,212
13000,424,3,534.85,4,3,2,432
16916,666,2,535.28,4,3,2,432
16142,250,1,535.34,4,1,2,412
16206,155,4,535.41,3,3,2,332
18022,243,1,535.74,4,1,2,412
13233,162,2,535.76,3,2,2,322
16233,485,3,536.68,4,3,2,432
16804,NULL,3,536.99,1,3,2,132
15043,121,1,537,3,1,2,312
14539,NULL,2,537.48,2,2,2,222
15539,301,1,538.46,4,1,2,412
15469,32,2,538.55,2,2,2,222
14496,697,2,538.81,4,3,2,432
13812,183,3,539,3,3,2,332
16495,181,3,539.41,3,3,2,332
17806,NULL,1,539.56,1,2,2,122
13874,NULL,1,540.45,1,1,2,112
17447,NULL,2,541.53,1,2,2,122
16230,279,2,542.03,4,2,2,422
13278,NULL,1,542.73,1,1,2,112
16927,129,3,543.05,3,3,2,332
13390,NULL,1,544.08,1,1,2,112
13617,4,3,544.18,2,3,2,232
16475,37,4,544.3,2,3,2,232
12793,100,2,545.48,3,2,2,322
16906,220,4,545.79,4,3,2,432
14997,1,3,546.2,2,3,2,232
14805,NULL,4,546.4,1,3,2,132
17520,NULL,1,546.81,1,2,2,122
17295,29,3,547,2,3,2,232
16211,1,1,547.02,2,1,2,212
17637,121,2,547.06,3,2,2,322
16811,212,2,547.07,3,2,2,322
14474,NULL,1,547.66,2,1,2,212
14177,215,4,549.46,3,3,2,332
12390,NULL,1,549.84,1,1,2,112
17235,666,2,550.06,4,3,2,432
17291,252,1,550.8,4,1,2,412
17674,546,2,551.04,4,3,2,432
14529,61,3,551.62,2,3,2,232
12363,36,2,552,2,2,2,222
16933,120,2,553.33,3,2,2,322
15068,NULL,2,553.36,1,2,2,122
17503,151,2,553.92,3,2,2,322
14891,218,2,554.38,4,2,2,422
14592,183,3,554.56,3,3,2,332
16385,61,3,554.86,2,3,2,232
17955,219,4,557.3,4,3,2,432
13260,91,1,557.62,3,1,2,312
15573,121,2,558,3,2,2,322
13800,283,1,558.32,4,1,2,412
12987,NULL,2,558.7,1,2,2,122
17259,546,2,558.73,4,3,2,432
14400,NULL,1,559.1,2,1,2,212
12866,341,1,559.12,4,1,2,412
16275,NULL,1,559.87,1,2,2,122
14273,36,4,559.97,2,3,2,232
15655,67,1,560.67,2,1,2,212
13946,NULL,3,561.57,2,3,2,232
12559,311,2,561.71,4,3,2,432
12414,188,3,562.41,3,3,2,332
14912,159,2,562.57,3,2,2,322
14753,NULL,1,563.15,1,1,2,112
14176,516,4,563.4,4,3,2,432
13379,303,3,563.79,4,3,2,432
15344,89,3,563.94,2,3,2,232
18123,121,2,565.08,3,2,2,322
15339,244,2,565.37,4,2,2,422
13357,NULL,1,565.7,1,1,2,112
16278,NULL,1,566.38,1,2,2,122
18150,152,3,566.58,3,3,2,332
16005,65,4,566.88,2,3,2,232
13959,282,3,567.19,4,3,2,432
13321,NULL,2,567.36,1,2,2,122
13939,342,3,568.55,4,3,2,432
14692,NULL,4,569.05,1,3,2,132
14965,245,2,569.6,4,2,2,422
15315,183,2,570.5,3,2,2,322
15821,91,2,570.96,3,2,2,322
17616,516,3,571.2,4,3,2,432
13816,183,2,571.67,3,2,2,322
12816,215,2,572.2,3,2,2,322
13405,NULL,3,572.45,1,3,2,132
18232,217,4,573.17,4,3,2,432
12879,92,3,573.22,3,3,2,332
15303,NULL,1,574.02,2,1,2,212
12556,33,2,574.65,2,2,2,222
13487,66,3,575.4,2,3,2,232
15550,38,4,575.63,2,3,2,232
15830,302,1,576,4,1,2,412
12601,69,5,577.06,2,4,2,242
13243,NULL,1,578.32,1,1,2,112
14710,30,4,578.48,2,3,2,232
16431,66,3,578.6,2,3,2,232
17540,NULL,2,578.9,1,2,2,122
13292,333,2,578.94,4,3,2,432
17142,NULL,1,579,1,2,2,122
17014,152,3,581.78,3,3,2,332
12695,301,4,582.1,4,3,2,432
13427,32,3,582.6,2,3,2,232
12426,NULL,1,582.73,1,1,2,112
14382,NULL,1,583.06,2,1,2,212
15762,214,2,583.75,3,2,2,322
13557,29,2,584.06,2,2,2,222
14023,281,2,584.07,4,3,2,432
14675,NULL,1,584.11,2,1,2,212
16072,NULL,1,584.32,1,2,2,122
16384,31,2,584.5,2,2,2,222
17890,NULL,2,584.79,1,2,2,122
15222,NULL,1,585,2,1,2,212
12933,341,3,585.03,4,3,2,432
17507,283,2,585.08,4,3,2,432
12384,63,2,585.27,2,2,2,222
17119,30,2,587.11,2,2,2,222
17351,37,3,587.15,2,3,2,232
15624,NULL,4,588.13,1,3,2,132
14338,337,2,588.22,4,3,2,432
16535,242,1,588.71,4,1,2,412
16838,NULL,2,588.85,1,2,2,122
14882,182,2,589.7,3,2,2,322
13452,NULL,2,590,1,2,2,122
13270,485,1,590,4,1,2,412
12673,242,2,590.12,4,2,2,422
13276,153,2,590.93,3,2,2,322
16022,NULL,1,591.35,1,2,2,122
16788,124,2,592.31,3,2,2,322
16383,NULL,2,592.37,1,2,2,122
13558,91,4,592.43,3,3,2,332
16203,666,4,592.9,4,3,2,432
15442,220,1,594,4,1,2,412
12917,277,1,594,4,1,2,412
16325,156,3,594.24,3,3,2,332
16718,577,1,594.74,4,1,2,412
12872,454,2,595.02,4,3,2,432
14284,90,2,595.25,3,2,2,322
14467,NULL,4,595.41,2,3,2,232
13888,219,2,595.67,4,2,2,422
18246,NULL,2,596.1,1,2,2,122
15381,66,2,596.85,2,2,2,222
14645,98,2,597.09,3,2,2,322
14108,90,2,597.91,3,2,2,322
14593,NULL,3,597.96,2,3,2,232
16298,187,3,598.2,3,3,2,332
13311,212,2,598.57,3,2,2,322
15720,NULL,1,598.73,1,2,2,122
17420,697,3,598.83,4,3,2,432
12521,NULL,1,599.68,1,1,2,112
18211,190,5,600.07,3,4,2,342
12420,153,1,600.39,3,1,2,312
18183,68,2,600.87,2,2,2,222
16654,218,4,601.27,4,3,2,432
16442,120,3,601.37,3,3,2,332
14609,NULL,4,601.56,2,3,2,232
12654,302,5,601.98,4,3,2,432
15366,NULL,2,602.51,2,2,2,222
15258,188,2,603.36,3,2,2,322
12707,NULL,1,603.42,1,1,2,112
16732,121,1,603.75,3,1,2,312
13402,666,2,603.83,4,3,2,432
12944,243,2,604.51,4,2,2,422
17664,35,2,604.64,2,2,2,222
15795,NULL,1,604.97,1,2,2,122
14323,NULL,2,605.06,2,2,2,222
14133,305,3,605.64,4,3,2,432
13546,NULL,3,605.69,1,3,2,132
17849,70,4,605.8,2,3,2,232
15645,NULL,1,606.43,1,2,2,122
13933,NULL,2,608.79,2,2,2,222
13046,90,2,609.31,3,2,2,322
14636,274,2,609.85,4,2,2,422
15275,302,1,610.1,4,1,2,412
16469,159,4,610.47,3,3,2,332
14725,NULL,1,610.53,1,1,2,112
13731,159,2,610.59,3,2,2,322
16418,123,3,611.09,3,3,2,332
16763,NULL,1,611.85,1,2,2,122
16109,219,2,611.88,4,2,2,422
15232,NULL,2,612.06,2,2,2,222
18149,37,3,612.08,2,3,2,232
12513,NULL,1,612.29,1,1,2,112
17499,NULL,1,612.38,1,2,2,122
15829,335,2,612.74,4,3,2,432
16116,5,1,612.78,2,1,2,212
16566,NULL,5,614.66,1,4,2,142
14905,217,2,616.15,4,2,2,422
16311,NULL,2,616.26,1,2,2,122
12577,243,3,616.9,4,3,2,432
14377,338,2,617.05,4,3,2,432
13301,339,4,618.09,4,3,2,432
16134,NULL,2,618.09,1,2,2,122
12596,36,2,618.27,2,2,2,222
13145,92,4,618.52,3,3,2,332
16613,NULL,1,618.59,1,2,2,122
13493,98,2,618.63,3,2,2,322
13548,67,2,618.73,2,2,2,222
17545,NULL,3,619.43,1,3,2,132
12667,0,1,620.13,2,1,2,212
18082,NULL,1,620.27,1,2,2,122
16141,1,1,620.4,2,1,2,212
14152,NULL,2,621.29,2,2,2,222
17640,NULL,1,621.66,1,2,2,122
16915,220,6,621.68,4,4,2,442
18217,60,2,621.75,2,2,2,222
15768,NULL,3,621.83,1,3,2,132
17985,NULL,1,622.35,1,2,2,122
17460,184,6,622.43,3,4,2,342
15182,125,2,622.85,3,2,2,322
13368,192,2,623.4,3,2,2,322
15147,NULL,1,623.5,2,1,2,212
12649,35,3,623.51,2,3,2,232
16750,63,5,623.93,2,4,2,242
17515,121,4,623.97,3,3,2,332
18156,577,2,625.84,4,3,2,432
15028,546,4,625.88,4,3,2,432
13914,274,2,626.45,4,2,2,422
14036,NULL,1,626.65,2,1,2,212
15402,NULL,2,626.77,2,2,2,222
18035,243,3,627.08,4,3,2,432
13518,NULL,1,627.16,1,1,2,112
14128,61,2,627.42,2,2,2,222
14687,NULL,1,628.38,2,1,2,212
14451,61,2,628.5,2,2,2,222
13822,242,2,628.7,4,2,2,422
13525,220,2,628.78,4,2,2,422
17883,181,4,630.09,3,3,2,332
17777,NULL,3,630.33,1,3,2,132
14664,182,2,630.41,3,2,2,322
17796,100,4,630.6,3,3,2,332
14818,NULL,3,630.8,1,3,2,132
17990,NULL,3,630.84,1,3,2,132
13539,283,3,631.34,4,3,2,432
15244,214,2,631.57,3,2,2,322
14021,156,3,631.9,3,3,2,332
16306,66,6,632.27,2,4,2,242
14220,189,2,632.4,3,2,2,322
16734,NULL,3,632.66,1,3,2,132
13892,183,4,632.97,3,3,2,332
16139,NULL,3,635.41,1,3,2,132
14000,5,1,635.66,2,1,2,212
